"date","caption","link"
2022-05-23,"Ebola update (06): Congo DR (EQ) fatal","https://promedmail.org/promed-post/?id=8703421&view=true"
2022-05-22,"Fish mortality - Jordan: aquaculture, fungal disease susp, RFI","https://promedmail.org/promed-post/?id=8703399&view=true"
2022-05-22,"Syphilis - Americas: Caribbean, WHO, cong, elimination/pub health problem","https://promedmail.org/promed-post/?id=8703407&view=true"
2022-05-22,"COVID-19 update (124): N Korea, BA.5 variant, WHO","https://promedmail.org/promed-post/?id=8703412&view=true"
2022-05-21,"Salmonellosis, st. Senftenberg - USA: peanut butter, alert, recall","https://promedmail.org/promed-post/?id=8703405&view=true"
2022-05-21,"Cholera, diarrhea & dysentery update (18): Africa, Asia","https://promedmail.org/promed-post/?id=8703404&view=true"
2022-05-21,"Foodborne illness - Philippines (02): (NR) contaminated milk","https://promedmail.org/promed-post/?id=8703384&view=true"
2022-05-21,"COVID-19 update (123): protective Ab, Germany, booster, N Korea, WHO","https://promedmail.org/promed-post/?id=8703398&view=true"
2022-05-21,"Japanese encephalitis - Australia (25): update","https://promedmail.org/promed-post/?id=8703397&view=true"
2022-05-21,"Necrotizing fasciitis - Canada: (BC) dog","https://promedmail.org/promed-post/?id=8703396&view=true"
2022-05-21,"Hepatitis, undefined, global (16): children, UK, Asia, adenovirus susp, 2021-22","https://promedmail.org/promed-post/?id=8703390&view=true"
2022-05-21,"Monkeypox update (01)","https://promedmail.org/promed-post/?id=8703393&view=true"
2022-05-21,"Crimean-Congo hem. fever - Europe (03): Kazakhstan (QO,TK) Turkey","https://promedmail.org/promed-post/?id=8703392&view=true"
2022-05-21,"Crimean-Congo hem. fever - Asia (04): Iraq (NI,MA)","https://promedmail.org/promed-post/?id=8703348&view=true"
2022-05-20,"Anthrax - Uganda (02): (BA) cattle, human","https://promedmail.org/promed-post/?id=8703387&view=true"
2022-05-20,"Scrub typhus - China: (MO)","https://promedmail.org/promed-post/?id=8703386&view=true"
2022-05-20,"COVID-19 update (122): post-COVID conditions, WHO","https://promedmail.org/promed-post/?id=8703372&view=true"
2022-05-20,"E. coli EHEC - UK: (Scotland) O157, nursery, RFI","https://promedmail.org/promed-post/?id=8703381&view=true"
2022-05-20,"Avian influenza (123): Africa (Gabon) poultry, HPAI H5N1, 1st rep, OIE","https://promedmail.org/promed-post/?id=8703371&view=true"
2022-05-20,"Avian influenza (122): Americas (USA) mixed flocks, HPAI H5N1","https://promedmail.org/promed-post/?id=8703367&view=true"
