"date","caption","link"
2022-10-13,"Rabbit hemorrhagic disease - Canada: (AL) feral, wild rabbit, alert","https://promedmail.org/promed-post/?id=8706130&view=true"
2022-10-13,"Diphtheria - Niger: fatal, children","https://promedmail.org/promed-post/?id=8706126&view=true"
2022-10-13,"Monkeypox update (87)","https://promedmail.org/promed-post/?id=8706125&view=true"
2022-10-13,"Undiagnosed deaths - Gambia (04): children, contaminated paracetamol syrup susp.","https://promedmail.org/promed-post/?id=8706115&view=true"
2022-10-12,"Tuberculosis, fox - Spain: (CT) Mycobacterium caprae 1st rep","https://promedmail.org/promed-post/?id=8706088&view=true"
2022-10-12,"Carbon monoxide poisoning - USA: (PA) childcare facility","https://promedmail.org/promed-post/?id=8706114&view=true"
2022-10-12,"Hantavirus - Americas (30): Panama (LS)","https://promedmail.org/promed-post/?id=8706113&view=true"
2022-10-12,"Undiagnosed disease, vegetable crops - Ghana: (UW)","https://promedmail.org/promed-post/?id=8706101&view=true"
2022-10-12,"Syphilis - USA (13): (CA) congenital, decr. public health funding & prenatal care","https://promedmail.org/promed-post/?id=8706111&view=true"
2022-10-12,"Contagious bovine pleuropneumonia - Namibia (04): (OS) cattle, WOAH","https://promedmail.org/promed-post/?id=8706110&view=true"
2022-10-12,"Listeriosis - Europe (05): Italy, ricotta susp, RFI","https://promedmail.org/promed-post/?id=8706100&view=true"
2022-10-12,"Foot & mouth disease - Israel (07): (HZ) cattle, spread, vaccine efficacy","https://promedmail.org/promed-post/?id=8706096&view=true"
2022-10-12,"Ebola update (27): Uganda (Kampala)","https://promedmail.org/promed-post/?id=8706103&view=true"
2022-10-12,"Monkeypox update (86)","https://promedmail.org/promed-post/?id=8706102&view=true"
2022-10-11,"Avian influenza (189): Europe (France) poultry, HPAI H5N1, spread, control","https://promedmail.org/promed-post/?id=8706091&view=true"
2022-10-11,"Measles update (21): Ethiopia","https://promedmail.org/promed-post/?id=8706089&view=true"
2022-10-11,"Avian influenza (188): Europe (UK,Netherlands) poultry, HPAI H5, spread, control","https://promedmail.org/promed-post/?id=8706079&view=true"
2022-10-11,"Severe fever w/ thrombocytopenia synd - China (02): (HE)","https://promedmail.org/promed-post/?id=8706081&view=true"
2022-10-10,"Avian influenza (187): Europe (Italy) wild bird, HPAI H5N1, WOAH","https://promedmail.org/promed-post/?id=8706072&view=true"
2022-10-10,"Acute hepatopancreatic necrosis disease - Thailand: shrimp","https://promedmail.org/promed-post/?id=8706071&view=true"
