"date","caption","link"
2023-04-25,"Marburg virus disease - Equatorial Guinea (08): (LI)","https://promedmail.org/promed-post/?id=8709682&view=true"
2023-04-24,"Streptococcus zooepidemicus - Italy: (AB) human, unpasteurized milk cheese","https://promedmail.org/promed-post/?id=8709680&view=true"
2023-04-24,"Brucellosis - Kazakhstan (02): (AM)","https://promedmail.org/promed-post/?id=8709679&view=true"
2023-04-24,"Cholera, diarrhea & dysentery update (09): Africa, Asia","https://promedmail.org/promed-post/?id=8709673&view=true"
2023-04-24,"Botulism - USA (02): canned shrimp, risk, expanded recall","https://promedmail.org/promed-post/?id=8709672&view=true"
2023-04-24,"Avian influenza (73): Asia (Japan) wild bird, HPAI H5N8, WOAH","https://promedmail.org/promed-post/?id=8709671&view=true"
2023-04-24,"Avian influenza (72): Europe (Norway) captive bird, zoo, HPAI H5N1, WOAH","https://promedmail.org/promed-post/?id=8709670&view=true"
2023-04-24,"Avian influenza (71): Americas (USA) seal die-off, 2022","https://promedmail.org/promed-post/?id=8709669&view=true"
2023-04-24,"Newcastle disease - Mauritania: (NW) poultry","https://promedmail.org/promed-post/?id=8709668&view=true"
2023-04-24,"Malaria - Americas (03): (Costa Rica, Panama)","https://promedmail.org/promed-post/?id=8709665&view=true"
2023-04-23,"Measles update (20): Europe, Asia, Africa, W. Pacific, Americas, Middleeast","https://promedmail.org/promed-post/?id=8709653&view=true"
2023-04-23,"Meningitis - Nigeria (04): (YO) fatal, new variant, RFI","https://promedmail.org/promed-post/?id=8709652&view=true"
2023-04-23,"Meningitis - Iraq: (SM, HJ) children, RFI","https://promedmail.org/promed-post/?id=8709650&view=true"
2023-04-23,"Leishmaniasis, visceral - Brazil (02): (RO) dogs","https://promedmail.org/promed-post/?id=8709649&view=true"
2023-04-23,"Schistosomiasis - USA: (CA) dogs","https://promedmail.org/promed-post/?id=8709648&view=true"
2023-04-23,"African swine fever - Asia (08): Singapore ex Indonesia, domestic pig","https://promedmail.org/promed-post/?id=8709647&view=true"
2023-04-23,"Feline infectious peritonitis: New Zealand, possible new treatment","https://promedmail.org/promed-post/?id=8709646&view=true"
2023-04-23,"Plague - Madagascar (02): (AM)","https://promedmail.org/promed-post/?id=8709640&view=true"
2023-04-23,"Hepatitis A - USA (04): (PA)","https://promedmail.org/promed-post/?id=8709639&view=true"
2023-04-22,"Foot & mouth disease - Iran, Russia: livestock, st SAT-2, prevention, RFI","https://promedmail.org/promed-post/?id=8709637&view=true"
