"date","caption","link"
2022-09-26,"Ebola update (17): Uganda, DRC (NK, IT)","https://promedmail.org/promed-post/?id=8705802&view=true"
2022-09-25,"Japanese encephalitis - Australia (29): (QL)","https://promedmail.org/promed-post/?id=8705594&view=true"
2022-09-25,"Yellow fever - Americas (05): Brazil (PR)","https://promedmail.org/promed-post/?id=8705787&view=true"
2022-09-25,"Floodborne illnesses - Pakistan","https://promedmail.org/promed-post/?id=8705780&view=true"
2022-09-25,"Anthrax - Iran: (AZ) cattle","https://promedmail.org/promed-post/?id=8705786&view=true"
2022-09-25,"St. Louis encephalitis virus - USA (03): (CA)","https://promedmail.org/promed-post/?id=8705785&view=true"
2022-09-24,"Ebola update (16): Uganda, more cases","https://promedmail.org/promed-post/?id=8705775&view=true"
2022-09-24,"Monkeypox update (74)","https://promedmail.org/promed-post/?id=8705776&view=true"
2022-09-24,"Anthrax - USA (04): persistence, wildlife infections","https://promedmail.org/promed-post/?id=8705773&view=true"
2022-09-23,"Ebola update (15): Uganda, Ebola Sudan strain, WHO","https://promedmail.org/promed-post/?id=8705768&view=true"
2022-09-23,"COVID-19 update (177): animal, Switzerland, fox","https://promedmail.org/promed-post/?id=8705766&view=true"
2022-09-23,"Candida auris - Canada: (QC) nosocomial, 1st locally acquired cases, susp","https://promedmail.org/promed-post/?id=8705765&view=true"
2022-09-23,"Monkeypox update (73)","https://promedmail.org/promed-post/?id=8705754&view=true"
2022-09-23,"Avian influenza (176): Europe (Poland, Belgium) poultry, HPAI H5N1, WOAH","https://promedmail.org/promed-post/?id=8705763&view=true"
2022-09-23,"Avian influenza, human (18): Asia (China) H5N6","https://promedmail.org/promed-post/?id=8705708&view=true"
2022-09-23,"Monkeypox update (72)","https://promedmail.org/promed-post/?id=8705724&view=true"
2022-09-23,"Hemorrhagic disease - USA (03): (NY), BTV, deer","https://promedmail.org/promed-post/?id=8705734&view=true"
2022-09-23,"COVID-19 update (176): Brazil, brain fog, long COVID, remdesivir, WHO, global","https://promedmail.org/promed-post/?id=8705746&view=true"
2022-09-23,"Avian influenza (175): Americas (Canada, USA) mixed flocks, HPAI, H5N1","https://promedmail.org/promed-post/?id=8705751&view=true"
2022-09-23,"Rabies (39): Asia (Lebanon) Middle East, animals, spread, control, comment","https://promedmail.org/promed-post/?id=8705750&view=true"
