"date","caption","link"
2022-11-22,"Avian influenza (217): Europe, captive, wild bird, HPAI H5N1, WOAH","https://promedmail.org/promed-post/?id=8706852&view=true"
2022-11-22,"Avian influenza (216): Americas (USA) bear, HPAI H5N1","https://promedmail.org/promed-post/?id=8706856&view=true"
2022-11-22,"Avian influenza (215): Asia (China) wild bird, HPAI H5N1, WOAH","https://promedmail.org/promed-post/?id=8706849&view=true"
2022-11-22,"Pertussis update (05): Bolivia, alert","https://promedmail.org/promed-post/?id=8706855&view=true"
2022-11-22,"Diphtheria - Pakistan (02): fatal","https://promedmail.org/promed-post/?id=8706853&view=true"
2022-11-22,"Peste des petits ruminants - Mongolia (03): sheep, goat, spread, control, 2017-21","https://promedmail.org/promed-post/?id=8706851&view=true"
2022-11-22,"Monkeypox update (110): worldwide cases","https://promedmail.org/promed-post/?id=8706846&view=true"
2022-11-22,"Peste des petits ruminants - Mongolia (02): sheep, goat, spread, control, RFI","https://promedmail.org/promed-post/?id=8706844&view=true"
2022-11-22,"Rabbit hemorrhagic disease - South Africa: (WC,NC) wild, RHDV, 1st rep, WOAH","https://promedmail.org/promed-post/?id=8706840&view=true"
2022-11-21,"Avian influenza (214): Asia (Israel) HPAI H5, poultry","https://promedmail.org/promed-post/?id=8706839&view=true"
2022-11-21,"Tick-borne pathogens - Canada: (QC,ON) geographic expansion","https://promedmail.org/promed-post/?id=8706819&view=true"
2022-11-21,"Rabbit hemorrhagic disease - Norway: (VE) domestic, RHDV2, WOAH","https://promedmail.org/promed-post/?id=8706838&view=true"
2022-11-21,"Knot disease, olive - Jordan: (IR)","https://promedmail.org/promed-post/?id=8706835&view=true"
2022-11-20,"Avian influenza (213): Americas (Peru) wild bird, HPAI H5, 1st rep, WOAH","https://promedmail.org/promed-post/?id=8706833&view=true"
2022-11-20,"Poliomyelitis update (45): Indonesia, cVDP2, RFI","https://promedmail.org/promed-post/?id=8706826&view=true"
2022-11-20,"Zika virus (04): Americas","https://promedmail.org/promed-post/?id=8706823&view=true"
2022-11-20,"Chikungunya (04): Americas, Europe, Asia, Africa","https://promedmail.org/promed-post/?id=8706822&view=true"
2022-11-19,"Listeriosis - USA (10): (MI, NV) enoki mushrooms","https://promedmail.org/promed-post/?id=8706814&view=true"
2022-11-19,"Foodborne illness - USA (07): unpasteurized milk, 1998-2018","https://promedmail.org/promed-post/?id=8706813&view=true"
2022-11-19,"Cholera, diarrhea & dysentery update (33): Asia (Middle East)","https://promedmail.org/promed-post/?id=8706811&view=true"
