"date","caption","link"
2022-02-06,"Cholera, diarrhea & dysentery update (04): Asia (Philippines), Africa (Nigeria)","https://promedmail.org/promed-post/?id=8701301&view=true"
2022-02-06,"Listeriosis - Israel: (Tel Aviv) pregnancy, fish","https://promedmail.org/promed-post/?id=8701302&view=true"
2022-02-06,"COVID-19 update (41): vaccine, nasal, Spikevax, long COVID, mRNA Africa, WHO","https://promedmail.org/promed-post/?id=8701297&view=true"
2022-02-06,"New in IJID (02): January 2022","https://promedmail.org/promed-post/?id=8701298&view=true"
2022-02-06,"Diarrhea - South Africa: (WC) children, RFI","https://promedmail.org/promed-post/?id=8701284&view=true"
2022-02-06,"Undiagnosed illness, dog - UK (02): (England) canine enteric coronavirus","https://promedmail.org/promed-post/?id=8701293&view=true"
2022-02-06,"Scrapie, sheep - Romania: (AR)","https://promedmail.org/promed-post/?id=8701295&view=true"
2022-02-05,"Salmonellosis, st Oranienburg - USA: CDC, raw onions","https://promedmail.org/promed-post/?id=8701286&view=true"
2022-02-05,"Foodborne illness - Turkey: (KO) RFI","https://promedmail.org/promed-post/?id=8701283&view=true"
2022-02-05,"COVID-19 update (40): Denmark, rosemary, pregnancy, stroke, WHO","https://promedmail.org/promed-post/?id=8701276&view=true"
2022-02-05,"Undiagnosed illness - UK: (Scotland) children, RFI","https://promedmail.org/promed-post/?id=8701274&view=true"
2022-02-05,"Rabies (03): Americas (USA, Canada) animals, human exp","https://promedmail.org/promed-post/?id=8701273&view=true"
2022-02-05,"Bovine tuberculosis - USA (01): (MI) farmed deer","https://promedmail.org/promed-post/?id=8701272&view=true"
2022-02-04,"Avian influenza (34): Americas (Canada) poultry, HPAI H5N1, OIE","https://promedmail.org/promed-post/?id=8701269&view=true"
2022-02-04,"Anthrax - Indonesia (03): (YO) livestock, human","https://promedmail.org/promed-post/?id=8701265&view=true"
2022-02-04,"Pneumonia, ovine - USA: (WA) bighorn sheep","https://promedmail.org/promed-post/?id=8701264&view=true"
2022-02-04,"Anthrax - Congo DR: (SK) human, guinea pig","https://promedmail.org/promed-post/?id=8701263&view=true"
2022-02-04,"Syphilis, gonorrhea - USA: (NYC) rising incidence, Black & Latin women, alert","https://promedmail.org/promed-post/?id=8701262&view=true"
2022-02-04,"Trypanosomiasis, African - Congo DR","https://promedmail.org/promed-post/?id=8701261&view=true"
2022-02-04,"Lymphatic filariasis - Nigeria: treatment campaign","https://promedmail.org/promed-post/?id=8701258&view=true"
