"date","caption","link"
2021-11-03,"COVID-19 update (375): risk factors, Netherlands, Pfizer vacc in children, WHO","https://promedmail.org/promed-post/?id=8699433&view=true"
2021-11-03,"Newcastle disease - Sweden (02): (OR) poultry, OIE","https://promedmail.org/promed-post/?id=8699432&view=true"
2021-11-03,"Syphilis - USA (04): (TX) congenital, rising incidence","https://promedmail.org/promed-post/?id=8699429&view=true"
2021-11-03,"Avian influenza (136): Europe (UK) wild bird, HPAI","https://promedmail.org/promed-post/?id=8699427&view=true"
2021-11-03,"Liberibacter solanacearum - Kazakhstan: interceptions","https://promedmail.org/promed-post/?id=8699421&view=true"
2021-11-03,"Avian influenza (135): Europe (UK) poultry, wild bird, HPAI H5N1","https://promedmail.org/promed-post/?id=8699420&view=true"
2021-11-02,"Leishmaniasis - Libya (02): (WS) cutaneous","https://promedmail.org/promed-post/?id=8699416&view=true"
2021-11-02,"COVID-19 update (374): Pfizer booster, adolescent vacc, India, WHO","https://promedmail.org/promed-post/?id=8699415&view=true"
2021-11-02,"COVID-19 update (373): animal, USA, wild deer, transmission","https://promedmail.org/promed-post/?id=8699412&view=true"
2021-11-02,"Newcastle disease - Sweden: (OR) poultry","https://promedmail.org/promed-post/?id=8699410&view=true"
2021-11-02,"Avian influenza (134): Europe (Netherlands) poultry, HPAI H5N1 conf","https://promedmail.org/promed-post/?id=8699401&view=true"
2021-11-01,"COVID-19 update (372): delta, vacc, monoclonal Ab","https://promedmail.org/promed-post/?id=8699394&view=true"
2021-11-01,"Syphilis - USA (03): (IA) congenital, rising incidence","https://promedmail.org/promed-post/?id=8699393&view=true"
2021-11-01,"Avian influenza (133): Europe (Netherlands) fox HPAI H5N1","https://promedmail.org/promed-post/?id=8699389&view=true"
2021-11-01,"African swine fever - Americas (07): Dominican Republic, Haiti, spread, OIE","https://promedmail.org/promed-post/?id=8699382&view=true"
2021-11-01,"Yellow fever - Africa (11): Ghana (SA) susp","https://promedmail.org/promed-post/?id=8699385&view=true"
2021-10-31,"Anthrax - India (08): (TG) sheep, goat","https://promedmail.org/promed-post/?id=8699381&view=true"
2021-10-31,"Japanese encephalitis & other - India (14): (AS)","https://promedmail.org/promed-post/?id=8699380&view=true"
2021-10-31,"Avian influenza (132): Europe (Netherlands) poultry, HPAI H5N1 susp, control","https://promedmail.org/promed-post/?id=8699376&view=true"
2021-10-31,"Avian influenza (131): Israel (HA) poultry, HPAI H5N1","https://promedmail.org/promed-post/?id=8699372&view=true"
