"date","caption","link"
2022-05-27,"Measles update (12): Afghanistan (BD) fatal","https://promedmail.org/promed-post/?id=8703496&view=true"
2022-05-27,"Carbon monoxide poisoning - Bahamas: (EM) Amer. tourists, resort, fatal, CO detec.","https://promedmail.org/promed-post/?id=8703492&view=true"
2022-05-27,"Influenza (03): Europe (Germany) swine origin, H1N1v, WHO","https://promedmail.org/promed-post/?id=8703373&view=true"
2022-05-27,"Monkeypox update (05)","https://promedmail.org/promed-post/?id=8703493&view=true"
2022-05-27,"Red tide - Guatemala (02): (ES) fatality, saxitoxin","https://promedmail.org/promed-post/?id=8703491&view=true"
2022-05-27,"Poliomyelitis update (21): WPV1 AFP Pakistan, cVDPV2 multiple","https://promedmail.org/promed-post/?id=8703488&view=true"
2022-05-27,"African swine fever - Europe (13): Germany (BW) domestic, southwest leap, OIE","https://promedmail.org/promed-post/?id=8703487&view=true"
2022-05-27,"COVID-19 update (127): vacc. immunity, cancer, N. Korea cases & deaths, WHO","https://promedmail.org/promed-post/?id=8703486&view=true"
2022-05-26,"Undiagnosed deaths - Bahamas (02): (EM) Amer. tourists, resort, carbon monoxide","https://promedmail.org/promed-post/?id=8703472&view=true"
2022-05-26,"Anthrax - Uganda (03): (BA) cattle, human ","https://promedmail.org/promed-post/?id=8703485&view=true"
2022-05-26,"Rift Valley fever - Burundi (02): cattle, sheep, goat, confirmed, spread","https://promedmail.org/promed-post/?id=8703483&view=true"
2022-05-26,"Legionellosis - USA (06): (NYC) fatal  ","https://promedmail.org/promed-post/?id=8703481&view=true"
2022-05-26,"Monkeypox update (04)","https://promedmail.org/promed-post/?id=8703477&view=true"
2022-05-26,"Foodborne illness - Japan: (ST) wild flower poisoning","https://promedmail.org/promed-post/?id=8703474&view=true"
2022-05-26,"Foodborne illness - China: (Hong Kong) wild mushrooms, susp","https://promedmail.org/promed-post/?id=8703473&view=true"
2022-05-26,"Rabies (22): Americas (USA) animal, human exp","https://promedmail.org/promed-post/?id=8703470&view=true"
2022-05-26,"Monkeypox update (03)","https://promedmail.org/promed-post/?id=8703465&view=true"
2022-05-26,"Avian influenza (126): Americas (USA) HPAI H5N1","https://promedmail.org/promed-post/?id=8703466&view=true"
2022-05-26,"COVID-19 update (126): post-COVID cond., resp., multi- organ, long COVID, WHO","https://promedmail.org/promed-post/?id=8703471&view=true"
2022-05-25,"Rift Valley fever - Burundi: (KI, NG) cattle, susp, RFI","https://promedmail.org/promed-post/?id=8703467&view=true"
