"date","caption","link"
2022-02-02,"Ehrlichiosis - Australia: (QL) dog, ticks","https://promedmail.org/promed-post/?id=8701211&view=true"
2022-02-02,"Cholera, diarrhea & dysentery update (02): Asia (Philippines)","https://promedmail.org/promed-post/?id=8701206&view=true"
2022-02-02,"E. coli EHEC - Canada (02): (BC) O103, hospitalized patients, minced celery, 2021","https://promedmail.org/promed-post/?id=8701205&view=true"
2022-02-02,"Syphilis - USA (07): (FL) rising incidence, RFI","https://promedmail.org/promed-post/?id=8701209&view=true"
2022-02-02,"Syphilis - USA (06): (TX) rising incidence ","https://promedmail.org/promed-post/?id=8701204&view=true"
2022-02-02,"Syphilis - USA (05): (WA) unprotected sex, illicit drug use  ","https://promedmail.org/promed-post/?id=8701202&view=true"
2022-02-01,"Avian influenza (31): Africa (Cote d'Ivoire) HPAI H5N1, poultry, OIE","https://promedmail.org/promed-post/?id=8701196&view=true"
2022-02-01,"Kunjin virus - Australia: (NS) horse","https://promedmail.org/promed-post/?id=8701193&view=true"
2022-02-01,"Avian influenza (30): Americas (USA) wild bird","https://promedmail.org/promed-post/?id=8701178&view=true"
2022-02-01,"Equine encephalosis: horse, review, global","https://promedmail.org/promed-post/?id=8701186&view=true"
2022-02-01,"Avian influenza (29): Asia (Nepal) poultry, HPAI H5N1, OIE","https://promedmail.org/promed-post/?id=8701187&view=true"
2022-02-01,"Sheep pox & goat pox - Russia: (DA) sheep, OIE","https://promedmail.org/promed-post/?id=8701188&view=true"
2022-01-31,"Anthrax - Indonesia (02): (YO) livestock, human","https://promedmail.org/promed-post/?id=8701184&view=true"
2022-01-31,"Syphilis - USA (04): congenital, deficiencies in prenatal syphilis screening","https://promedmail.org/promed-post/?id=8701179&view=true"
2022-01-31,"Avian influenza, human (06): Asia (China) H9N2, H5N6","https://promedmail.org/promed-post/?id=8701114&view=true"
2022-01-31,"Pseudorabies (Aujeszky's disease) - France: (LP) dog","https://promedmail.org/promed-post/?id=8701170&view=true"
2022-01-30,"E. coli EHEC - Canada: (AL, SK) O157, kimchi, alert, recall","https://promedmail.org/promed-post/?id=8701165&view=true"
2022-01-30,"Leishmaniasis - Bolivia: (TR) susp","https://promedmail.org/promed-post/?id=8701160&view=true"
2022-01-30,"COVID-19 update (36): animal, human, China (Hong Kong), hamster, foreign origin","https://promedmail.org/promed-post/?id=8701158&view=true"
2022-01-30,"COVID-19 update (35): omicron origin, antibody response, updates, HiP-CT, WHO","https://promedmail.org/promed-post/?id=8701157&view=true"
