"date","caption","link"
2022-01-17,"Avian influenza (18): H7N9 & H9N2 reassortment, zoonotic potential","https://promedmail.org/promed-post/?id=8700929&view=true"
2022-01-17,"Rabbit hemorrhagic disease - USA: (OR) wild rabbit, alert","https://promedmail.org/promed-post/?id=8700928&view=true"
2022-01-17,"Hantavirus - Americas (02): Argentina (CB)","https://promedmail.org/promed-post/?id=8700918&view=true"
2022-01-17,"COVID-19 update (20): Africa vacc., Taiwan, waning immunity, persistence, global","https://promedmail.org/promed-post/?id=8700915&view=true"
2022-01-17,"COVID-19 update (19): animal, Slovenia (LJ) pet ferret, OIE","https://promedmail.org/promed-post/?id=8700917&view=true"
2022-01-17,"Swollen shoot, cocoa - Ghana: (CP)","https://promedmail.org/promed-post/?id=8700919&view=true"
2022-01-16,"Rift Valley fever - Uganda (KG)","https://promedmail.org/promed-post/?id=8700883&view=true"
2022-01-16,"Salmonellosis, st Typhimurium - USA: packaged hydroponic greens, FDA, 2021","https://promedmail.org/promed-post/?id=8700910&view=true"
2022-01-16,"Avian influenza (17): Asia (Israel) HPAI H5N1, wild bird, poultry, epidemiology","https://promedmail.org/promed-post/?id=8700909&view=true"
2022-01-16,"COVID-19 update (18): maternal & fetal, USA prisons, antivirals, WHO","https://promedmail.org/promed-post/?id=8700905&view=true"
2022-01-16,"Candida auris - Brazil: (PE) RFI","https://promedmail.org/promed-post/?id=8700902&view=true"
2022-01-16,"Leprosy - Brazil: (MG)","https://promedmail.org/promed-post/?id=8700898&view=true"
2022-01-16,"Tonate virus - French Guiana","https://promedmail.org/promed-post/?id=8700896&view=true"
2022-01-16,"African swine fever - Europe (05): Italy (PM) wild boar, spread","https://promedmail.org/promed-post/?id=8700895&view=true"
2022-01-15,"Invasive tick - Pakistan: (KP)","https://promedmail.org/promed-post/?id=8700894&view=true"
2022-01-15,"Norovirus - Slovenia: (NO)","https://promedmail.org/promed-post/?id=8700890&view=true"
2022-01-15,"Salmonellosis, st Blockley - Norway: unknown source","https://promedmail.org/promed-post/?id=8700889&view=true"
2022-01-15,"Leishmaniasis - Iran: (TE) cutaneous","https://promedmail.org/promed-post/?id=8700887&view=true"
2022-01-15,"COVID-19 update (17): India, vaccine immunity, updates, WHO, global","https://promedmail.org/promed-post/?id=8700884&view=true"
2022-01-15,"Anthrax - Uruguay: (RO) cattle, horse, human susp","https://promedmail.org/promed-post/?id=8700878&view=true"
