"date","caption","link"
2022-02-10,"Avian influenza (40): Americas (USA) wild bird, HPAI H5N1","https://promedmail.org/promed-post/?id=8701387&view=true"
2022-02-10,"Lassa fever - UK: (England) ex West Africa","https://promedmail.org/promed-post/?id=8701382&view=true"
2022-02-10,"Variegated chlorosis & greening, citrus - Brazil","https://promedmail.org/promed-post/?id=8701381&view=true"
2022-02-10,"Measles update (02): Afghanistan, USA","https://promedmail.org/promed-post/?id=8701379&view=true"
2022-02-10,"Stripe & leaf rusts, wheat - Pakistan: (PB)","https://promedmail.org/promed-post/?id=8701378&view=true"
2022-02-10,"Cutaneous & renal glomerular vasculopathy, canine - UK: (England) dog","https://promedmail.org/promed-post/?id=8701377&view=true"
2022-02-10,"Strangles - North America (02): USA (IN,FL) horse","https://promedmail.org/promed-post/?id=8701375&view=true"
2022-02-10,"Equine infectious anemia - North America (01): USA (TX) horse","https://promedmail.org/promed-post/?id=8701374&view=true"
2022-02-10,"Hantavirus - Americas (05): Panama (HE)","https://promedmail.org/promed-post/?id=8701356&view=true"
2022-02-09,"Bovine tuberculosis - USA (02): (MI) dairy cattle","https://promedmail.org/promed-post/?id=8701373&view=true"
2022-02-09,"Avian influenza (39): Americas (USA) turkey, HPAI H5N1","https://promedmail.org/promed-post/?id=8701372&view=true"
2022-02-09,"Rabies (04): Americas (Canada) ex Iran, dog, human exp, OIE","https://promedmail.org/promed-post/?id=8701369&view=true"
2022-02-09,"Kyasanur Forest disease - India (02): (KL)","https://promedmail.org/promed-post/?id=8701366&view=true"
2022-02-09,"Contagious equine metritis - UK: (England) horse, OIE","https://promedmail.org/promed-post/?id=8701362&view=true"
2022-02-09,"COVID-19 update (44): pregnancy, maternal Ab, booster, WHO","https://promedmail.org/promed-post/?id=8701365&view=true"
2022-02-09,"COVID-19 update (43): animal, USA, wild deer, omicron","https://promedmail.org/promed-post/?id=8701357&view=true"
2022-02-09,"Foot & mouth disease - Israel: (HM,HZ) cattle, st O, OIE","https://promedmail.org/promed-post/?id=8701353&view=true"
2022-02-08,"E. coli, enteroinvasive - USA: O143, unknown source, FDA","https://promedmail.org/promed-post/?id=8701350&view=true"
2022-02-08,"Cholera, diarrhea & dysentery update (05): Asia (Philippines) fatal","https://promedmail.org/promed-post/?id=8701349&view=true"
2022-02-08,"Avian influenza (38): Europe, poultry, wild bird, HPAI H5N1, H5N2, OIE","https://promedmail.org/promed-post/?id=8701344&view=true"
