"date","caption","link"
2022-07-20,"Rabies (31): Europe (Spain) animal, alert","https://promedmail.org/promed-post/?id=8704528&view=true"
2022-07-20,"Monkeypox update (33)","https://promedmail.org/promed-post/?id=8704536&view=true"
2022-07-20,"Hantavirus - Americas (23): Argentina (CH)","https://promedmail.org/promed-post/?id=8704532&view=true"
2022-07-20,"African swine fever - Asia (12): India (UP) domestic, conf","https://promedmail.org/promed-post/?id=8704531&view=true"
2022-07-20,"Venomous snake bite - USA: (CO) fatal","https://promedmail.org/promed-post/?id=8704530&view=true"
2022-07-20,"Hepatitis A - USA (08): (VA)","https://promedmail.org/promed-post/?id=8704527&view=true"
2022-07-20,"Anthrax - Croatia (02): (Lonjsko Polje) increase, vacc","https://promedmail.org/promed-post/?id=8704524&view=true"
2022-07-19,"Parvicapsula - Norway: (FI) farmed salmon","https://promedmail.org/promed-post/?id=8704522&view=true"
2022-07-19,"Hepatitis, undefined, global (25): children, WHO, UK, USA, adenov susp, 2021-22","https://promedmail.org/promed-post/?id=8704500&view=true"
2022-07-19,"Leptospirosis - Tanzania: (LI) fatal, RFI","https://promedmail.org/promed-post/?id=8704520&view=true"
2022-07-19,"Late blight, potato - Nigeria: (PL)","https://promedmail.org/promed-post/?id=8704518&view=true"
2022-07-19,"Undiagnosed disease, pineapple - India: (KL)","https://promedmail.org/promed-post/?id=8704515&view=true"
2022-07-19,"Japanese encephalitis & other - India (12): (AS)","https://promedmail.org/promed-post/?id=8704511&view=true"
2022-07-19,"Monkeypox - Africa (14): Nigeria NCDC","https://promedmail.org/promed-post/?id=8704510&view=true"
2022-07-19,"Marburg virus disease - Ghana (02): (AH) WHO conf","https://promedmail.org/promed-post/?id=8704509&view=true"
2022-07-19,"Undiagnosed deaths, pig - India: (UP) RFI","https://promedmail.org/promed-post/?id=8704508&view=true"
2022-07-19,"Typhoid fever - India: (Telangana) street food","https://promedmail.org/promed-post/?id=8704503&view=true"
2022-07-19,"Salmonellosis, st. Enteritidis - USA: (NE) mechanically separated chicken","https://promedmail.org/promed-post/?id=8704501&view=true"
2022-07-19,"Tick-borne encephalitis and Lyme disease - Czech Republic","https://promedmail.org/promed-post/?id=8704487&view=true"
2022-07-18,"African swine fever - Europe (21): (Moldova, Russia) domestic, WOAH","https://promedmail.org/promed-post/?id=8704498&view=true"
