"date","caption","link"
2022-04-17,"African swine fever - Asia (07): Phill., Malays, Laos, S. Korea, PNG, India, FAO","https://promedmail.org/promed-post/?id=8702680&view=true"
2022-04-17,"Gastroenteritis - Ireland: (CK) Ukrainian refugees, possible norovirus","https://promedmail.org/promed-post/?id=8702679&view=true"
2022-04-17,"Foodborne illness - USA (02): possible link to cereal, RFI","https://promedmail.org/promed-post/?id=8702678&view=true"
2022-04-16,"Avian influenza (96): Americas (Canada, USA) poultry, mixed flocks, HPAI H5N1","https://promedmail.org/promed-post/?id=8702664&view=true"
2022-04-16,"COVID-19 update (99): breath test, children, psychiatric disorder, immunity, WHO","https://promedmail.org/promed-post/?id=8702663&view=true"
2022-04-16,"Cutaneous & renal glomerular vasculopathy, canine - UK (02): (England) dog","https://promedmail.org/promed-post/?id=8702657&view=true"
2022-04-16,"Citrus bark cracking viroid, hop - Germany: (BY)","https://promedmail.org/promed-post/?id=8702662&view=true"
2022-04-16,"Measles update (09): Brazil (SP), Sudan (ED), Nigeria (SO)","https://promedmail.org/promed-post/?id=8702659&view=true"
2022-04-16,"Gonococcal disease: meningococcal sg B vaccines cross-protective","https://promedmail.org/promed-post/?id=8702658&view=true"
2022-04-16,"Avian influenza (95): Europe (Hungary) poultry, HPAI H5N1, OIE","https://promedmail.org/promed-post/?id=8702654&view=true"
2022-04-16,"COVID-19 update (98): China, USA, Pfizer booster, 4th dose, S Asia, WHO, global","https://promedmail.org/promed-post/?id=8702639&view=true"
2022-04-15,"E. coli EHEC - USA (02): (AL) O157","https://promedmail.org/promed-post/?id=8702635&view=true"
2022-04-15,"Hepatitis, undefined - USA, Europe: children, possible adenovirus, RFI","https://promedmail.org/promed-post/?id=8702636&view=true"
2022-04-15,"Avian influenza (94): Japan, raccoon dog, HPAI H5N1, update","https://promedmail.org/promed-post/?id=8702609&view=true"
2022-04-15,"Syphilis - USA (09): women, congenital, underfunding public health","https://promedmail.org/promed-post/?id=8702637&view=true"
2022-04-15,"Japanese encephalitis - Australia (18): human, pig, update","https://promedmail.org/promed-post/?id=8702625&view=true"
2022-04-15,"COVID-19 update (97): life expectancy, masks, monoclonal ABs, attack rates, WHO","https://promedmail.org/promed-post/?id=8702620&view=true"
2022-04-15,"Anthrax - Kazakhstan (02): (TK) human, ex meat","https://promedmail.org/promed-post/?id=8702619&view=true"
2022-04-15,"Norovirus - North America: raw oysters, ex Canada, alert, recall","https://promedmail.org/promed-post/?id=8702616&view=true"
2022-04-15,"Crimean-Congo hem. fever - Asia (01): Iraq (DQ) fatal ","https://promedmail.org/promed-post/?id=8702556&view=true"
