"date","caption","link"
2021-10-25,"COVID-19 update (362): animal, Spain (VC) mink, OIE","https://promedmail.org/promed-post/?id=8699245&view=true"
2021-10-24,"Eastern equine encephalitis - North America (11): USA, horse","https://promedmail.org/promed-post/?id=8699239&view=true"
2021-10-24,"Botulism - Australia: (VI) cattle","https://promedmail.org/promed-post/?id=8699238&view=true"
2021-10-24,"Foot & mouth disease - Guinea: (KS, KA) livestock, RFI","https://promedmail.org/promed-post/?id=8699237&view=true"
2021-10-24,"COVID-19 update (361): racial gap, healthcare staff, brain fog, long covid, WHO","https://promedmail.org/promed-post/?id=8699233&view=true"
2021-10-24,"Rabies (38): Europe (Spain) dog, OIE","https://promedmail.org/promed-post/?id=8699231&view=true"
2021-10-23,"Lumpy skin disease - Asia (16): Mongolia (SB, HN) cattle, spread","https://promedmail.org/promed-post/?id=8699225&view=true"
2021-10-23,"COVID-19 update (360): new delta subvariant, China, UK, South Asia, WHO, global","https://promedmail.org/promed-post/?id=8699224&view=true"
2021-10-23,"Salmonellosis, st I 4,[5],12:i:- - USA: salami sticks","https://promedmail.org/promed-post/?id=8699221&view=true"
2021-10-23,"Eastern equine encephalitis - North America (10): USA (MI) grouse","https://promedmail.org/promed-post/?id=8699216&view=true"
2021-10-23,"Melioidosis - USA (06): non-travel, aromatherapy spray, recall notice","https://promedmail.org/promed-post/?id=8699210&view=true"
2021-10-23,"Salmonellosis - USA (12): (ME, NH) crabmeat","https://promedmail.org/promed-post/?id=8699212&view=true"
2021-10-23,"Salmonellosis - USA (11): (MN) salami sticks, alert, recall","https://promedmail.org/promed-post/?id=8699211&view=true"
2021-10-23,"Bovine tuberculosis - USA (04): (MT) cattle","https://promedmail.org/promed-post/?id=8699209&view=true"
2021-10-22,"Avian influenza (127): Europe (Italy, Sweden), poultry, wild bird, multiple st","https://promedmail.org/promed-post/?id=8699206&view=true"
2021-10-22,"Mycobacterium porcinum - USA: (OH,KY,IN) vaccine injection-site wound infection","https://promedmail.org/promed-post/?id=8699205&view=true"
2021-10-22,"COVID-19 update (359): genetic resistance, pregnancy & vaccination, WHO, global","https://promedmail.org/promed-post/?id=8699203&view=true"
2021-10-22,"Undiagnosed deaths - Congo DR: RFI","https://promedmail.org/promed-post/?id=8699202&view=true"
2021-10-22,"Melioidosis - USA (05): non-travel, aromatherapy spray, alert, recall","https://promedmail.org/promed-post/?id=8699199&view=true"
2021-10-22,"Foot & mouth disease - Mongolia (05): (GA) livestock, st O, spread","https://promedmail.org/promed-post/?id=8699197&view=true"
